,Symbol,Bid,Ask,Datetime,Timestamp
39,BTC/USDT,"[25775.0, 0.0144]","[25781.0, 0.16007675]",2023-09-01 17:16:26.558413,2023-09-01 16:16:25.463
40,BTC/USDT,"[25770.0, 3.958905]","[25772.0, 0.00335063]",2023-09-01 17:17:26.631842,2023-09-01 16:17:25.471
41,BTC/USDT,"[25792.0, 4.28296749]","[25793.0, 0.00069601]",2023-09-01 17:18:26.695260,2023-09-01 16:18:25.467
42,BTC/USDT,"[25797.0, 0.0288]","[25806.0, 0.21992381]",2023-09-01 17:19:30.540986,2023-09-01 16:19:25.463
43,BTC/USDT,"[25810.0, 0.00401685]","[25811.0, 9.77497917]",2023-09-01 17:21:40.743728,2023-09-01 16:21:39.469
44,BTC/USDT,"[25801.0, 0.01471424]","[25804.0, 0.15995557]",2023-09-01 17:22:40.810587,2023-09-01 16:22:39.465
45,BTC/USDT,"[25803.0, 0.00765329]","[25804.0, 0.15995103]",2023-09-01 17:23:40.877068,2023-09-01 16:23:39.483
46,BTC/USDT,"[25817.0, 0.0144]","[25820.0, 0.15849686]",2023-09-01 17:24:40.941129,2023-09-01 16:24:39.461
47,BTC/USDT,"[25848.0, 0.06]","[25859.0, 0.18840393]",2023-09-01 17:25:41.015364,2023-09-01 16:25:39.477
48,BTC/USDT,"[25848.0, 0.01329582]","[25855.0, 0.17403357]",2023-09-01 17:26:41.083052,2023-09-01 16:26:39.562
49,BTC/USDT,"[25900.0, 0.01118467]","[25903.0, 0.17373766]",2023-09-01 17:27:43.353193,2023-09-01 16:27:39.469
50,BTC/USDT,"[25890.0, 0.0144]","[25896.0, 0.21937896]",2023-09-01 17:28:51.548457,2023-09-01 16:28:41.544
51,BTC/USDT,"[25904.0, 0.01538668]","[25905.0, 0.15932569]",2023-09-01 17:29:51.790698,2023-09-01 16:29:51.555
52,BTC/USDT,"[25911.0, 0.17368524]","[25921.0, 0.15922966]",2023-09-01 17:30:51.873158,2023-09-01 16:30:51.483
53,BTC/USDT,"[25899.0, 0.15936354]","[25907.0, 0.21931961]",2023-09-01 17:31:51.973322,2023-09-01 16:31:51.469
54,BTC/USDT,"[25912.0, 0.1154615]","[25913.0, 0.15928052]",2023-09-01 17:32:52.060794,2023-09-01 16:32:51.471
55,BTC/USDT,"[25931.0, 0.0144]","[25942.0, 0.15910552]",2023-09-01 17:33:52.148901,2023-09-01 16:33:51.508
56,BTC/USDT,"[25911.0, 0.0288]","[25925.0, 0.15920917]",2023-09-01 17:34:52.232821,2023-09-01 16:34:51.469
57,BTC/USDT,"[25902.0, 0.17374351]","[25911.0, 0.15929154]",2023-09-01 17:35:52.289249,2023-09-01 16:35:51.490
58,BTC/USDT,"[25879.0, 1.24411807]","[25880.0, 0.00167755]",2023-09-01 17:36:52.352408,2023-09-01 16:36:51.467
59,BTC/USDT,"[25868.0, 0.0888]","[25880.0, 0.17388117]",2023-09-01 17:37:52.417663,2023-09-01 16:37:51.463
