,Symbol,Bid,Ask,Datetime,Timestamp
24,BTC/USDT,"[25783.3, 0.309, 1693584156]","[25784.7, 0.728, 1693584157]",2023-09-01 17:02:42.632147,
25,BTC/USDT,"[25772.1, 0.304, 1693584218]","[25772.2, 0.831, 1693584220]",2023-09-01 17:03:42.867219,
26,BTC/USDT,"[25813.3, 0.188, 1693584277]","[25817.4, 0.029, 1693584279]",2023-09-01 17:04:43.568555,
27,BTC/USDT,"[25809.3, 0.194, 1693584339]","[25811.7, 0.094, 1693584340]",2023-09-01 17:05:43.764381,
28,BTC/USDT,"[25814.6, 0.05, 1693584396]","[25817.0, 0.727, 1693584397]",2023-09-01 17:06:43.974938,
29,BTC/USDT,"[25797.6, 0.188, 1693584458]","[25799.7, 0.728, 1693584459]",2023-09-01 17:07:44.308363,
30,BTC/USDT,"[25792.1, 0.002, 1693584495]","[25792.2, 0.094, 1693584519]",2023-09-01 17:08:48.699978,
31,BTC/USDT,"[25764.4, 0.052, 1693584584]","[25767.6, 0.728, 1693584585]",2023-09-01 17:09:48.922699,
32,BTC/USDT,"[25754.9, 0.001, 1693584645]","[25756.3, 0.726, 1693584644]",2023-09-01 17:10:49.256346,
33,BTC/USDT,"[25775.1, 0.094, 1693584705]","[25777.4, 0.728, 1693584699]",2023-09-01 17:11:49.482187,
34,BTC/USDT,"[25776.3, 0.052, 1693584765]","[25780.2, 0.052, 1693584765]",2023-09-01 17:12:49.720730,
35,BTC/USDT,"[25799.9, 2.541, 1693584824]","[25800.0, 0.04, 1693584802]",2023-09-01 17:13:50.091572,
36,BTC/USDT,"[25799.9, 0.39, 1693584890]","[25800.0, 0.085, 1693584877]",2023-09-01 17:14:50.406421,
37,BTC/USDT,"[25801.9, 0.094, 1693584950]","[25803.3, 0.727, 1693584942]",2023-09-01 17:15:50.720536,
38,BTC/USDT,"[25788.3, 0.094, 1693585010]","[25789.0, 0.728, 1693585010]",2023-09-01 17:16:51.038187,
39,BTC/USDT,"[25776.5, 0.001, 1693585071]","[25779.6, 0.78, 1693585070]",2023-09-01 17:17:51.767858,
40,BTC/USDT,"[25789.5, 0.194, 1693585120]","[25792.0, 0.728, 1693585128]",2023-09-01 17:18:52.049763,
41,BTC/USDT,"[25809.5, 0.194, 1693585191]","[25811.2, 0.727, 1693585191]",2023-09-01 17:20:00.635239,
42,BTC/USDT,"[25801.0, 0.194, 1693585260]","[25801.6, 0.033, 1693585258]",2023-09-01 17:21:00.858217,
43,BTC/USDT,"[25805.1, 0.503, 1693585319]","[25806.2, 0.727, 1693585320]",2023-09-01 17:22:01.076314,
44,BTC/USDT,"[25798.9, 0.194, 1693585371]","[25799.8, 0.718, 1693585378]",2023-09-01 17:23:01.295422,
45,BTC/USDT,"[25804.8, 0.195, 1693585440]","[25804.9, 0.052, 1693585440]",2023-09-01 17:24:01.649400,
46,BTC/USDT,"[25826.1, 0.146, 1693585500]","[25826.2, 0.388, 1693585488]",2023-09-01 17:25:02.067177,
47,BTC/USDT,"[25856.2, 0.05, 1693585560]","[25860.0, 0.081, 1693585560]",2023-09-01 17:26:02.791532,
48,BTC/USDT,"[25869.4, 0.052, 1693585620]","[25871.4, 0.726, 1693585620]",2023-09-01 17:27:03.106751,
49,BTC/USDT,"[25894.9, 4.796, 1693585680]","[25895.0, 0.304, 1693585668]",2023-09-01 17:28:03.422252,
50,BTC/USDT,"[25911.8, 0.039, 1693585739]","[25912.8, 0.001, 1693585739]",2023-09-01 17:29:03.658166,
51,BTC/USDT,"[25899.2, 0.001, 1693585795]","[25900.6, 0.725, 1693585796]",2023-09-01 17:30:03.951325,
52,BTC/USDT,"[25922.7, 1.098, 1693585860]","[25922.8, 0.007, 1693585857]",2023-09-01 17:31:04.267891,
53,BTC/USDT,"[25897.3, 0.001, 1693585914]","[25897.4, 0.869, 1693585920]",2023-09-01 17:32:04.582237,
54,BTC/USDT,"[25919.5, 0.05, 1693585980]","[25922.5, 0.029, 1693585979]",2023-09-01 17:33:04.896772,
55,BTC/USDT,"[25950.2, 0.05, 1693586045]","[25951.5, 0.189, 1693586045]",2023-09-01 17:34:05.315267,
56,BTC/USDT,"[25920.1, 0.05, 1693586102]","[25921.7, 0.052, 1693586105]",2023-09-01 17:35:05.630893,
57,BTC/USDT,"[25906.7, 0.001, 1693586165]","[25907.4, 0.052, 1693586165]",2023-09-01 17:36:05.944964,
58,BTC/USDT,"[25878.7, 0.001, 1693586225]","[25880.9, 0.725, 1693586223]",2023-09-01 17:37:06.163528,
59,BTC/USDT,"[25875.9, 0.187, 1693586278]","[25876.7, 0.023, 1693586284]",2023-09-01 17:38:06.475176,
